ENSP00000436737	ENSG00000085063	ENST00000533403
ENSP00000394092	ENSG00000127526	ENST00000421082
ENSP00000451748	ENSG00000119725	ENST00000554316
ENSP00000464911	ENSG00000101624	ENST00000587666
ENSP00000464916	ENSG00000108984	ENST00000588110
ENSP00000464914	ENSG00000197808	ENST00000592829
ENSP00000418411	ENSG00000163539	ENST00000496954
ENSP00000418413	ENSG00000206531	ENST00000488794
ENSP00000418412	ENSG00000114098	ENST00000489213
ENSP00000403819	ENSG00000163002	ENST00000442895
ENSP00000418416	ENSG00000143851	ENST00000477554
ENSP00000408844	ENSG00000048649	ENST00000440064
ENSP00000403811	ENSG00000128534	ENST00000422760
ENSP00000408840	ENSG00000125991	ENST00000442139
ENSP00000445664	ENSG00000111011	ENST00000528279
ENSP00000406398	ENSG00000197548	ENST00000446110
ENSP00000400542	ENSG00000130826	ENST00000413910
ENSP00000400548	ENSG00000127054	ENST00000411962
ENSP00000385374	ENSG00000187416	ENST00000401970
ENSP00000394495	ENSG00000109917	ENST00000429220
ENSP00000385379	ENSG00000153234	ENST00000406048
ENSP00000477675	ENSG00000204179	ENST00000513159
ENSP00000272839	ENSG00000144401	ENST00000272839
ENSP00000397595	ENSG00000170485	ENST00000427413
ENSP00000397590	ENSG00000086232	ENST00000446699
ENSP00000397592	ENSG00000006652	ENST00000443101
ENSP00000447280	ENSG00000198673	ENST00000549958
ENSP00000466518	ENSG00000185262	ENST00000589240
ENSP00000466515	ENSG00000183077	ENST00000591256
ENSP00000466514	ENSG00000267157	ENST00000586012
ENSP00000466510	ENSG00000031823	ENST00000590623
ENSP00000466512	ENSG00000108669	ENST00000589297
ENSP00000337287	ENSG00000241484	ENST00000336963
ENSP00000444531	ENSG00000197614	ENST00000543467
ENSP00000225742	ENSG00000108604	ENST00000225742
ENSP00000443623	ENSG00000229183	ENST00000544899
ENSP00000407012	ENSG00000198453	ENST00000427117
ENSP00000407019	ENSG00000076242	ENST00000429117
ENSP00000365853	ENSG00000102145	ENST00000376665
ENSP00000410887	ENSG00000255346	ENST00000448182
ENSP00000410888	ENSG00000130830	ENST00000453245
ENSP00000437258	ENSG00000175274	ENST00000528290
ENSP00000418929	ENSG00000163630	ENST00000479198
ENSP00000396249	ENSG00000138443	ENST00000422511
ENSP00000437250	ENSG00000006652	ENST00000476927
ENSP00000449958	ENSG00000111144	ENST00000552789
ENSP00000449957	ENSG00000135472	ENST00000552863
ENSP00000449954	ENSG00000111237	ENST00000552130
ENSP00000395530	ENSG00000077044	ENST00000447484
ENSP00000395533	ENSG00000154978	ENST00000453256
ENSP00000395535	ENSG00000169057	ENST00000453960
ENSP00000483993	ENSG00000278401	ENST00000615157
ENSP00000483998	ENSG00000274965	ENST00000618210
ENSP00000456309	ENSG00000168447	ENST00000568923
ENSP00000399432	ENSG00000183963	ENST00000426927
ENSP00000446661	ENSG00000135409	ENST00000550311
ENSP00000456302	ENSG00000140650	ENST00000569958
ENSP00000446662	ENSG00000185664	ENST00000546543
ENSP00000399438	ENSG00000175287	ENST00000419872
ENSP00000456304	ENSG00000166140	ENST00000566407
ENSP00000421645	ENSG00000112200	ENST00000491832
ENSP00000424355	ENSG00000175054	ENST00000513291
ENSP00000454237	ENSG00000102931	ENST00000563234
ENSP00000457967	ENSG00000260916	ENST00000564663
ENSP00000424351	ENSG00000242110	ENST00000502637
ENSP00000424352	ENSG00000136436	ENST00000509507
ENSP00000454239	ENSG00000197006	ENST00000562961
ENSP00000454238	ENSG00000085721	ENST00000564131
ENSP00000457961	ENSG00000090857	ENST00000563930
ENSP00000438169	ENSG00000182173	ENST00000545228
ENSP00000407908	ENSG00000106397	ENST00000421736
ENSP00000391198	ENSG00000168066	ENST00000443908
ENSP00000407902	ENSG00000130307	ENST00000431146
ENSP00000403648	ENSG00000108448	ENST00000414850
ENSP00000388579	ENSG00000130723	ENST00000451855
ENSP00000406053	ENSG00000100139	ENST00000454685
ENSP00000406050	ENSG00000186038	ENST00000440596
ENSP00000388575	ENSG00000184792	ENST00000424224
ENSP00000385127	ENSG00000138081	ENST00000405808
ENSP00000385124	ENSG00000143919	ENST00000403853
ENSP00000393626	ENSG00000188807	ENST00000416541
ENSP00000405505	ENSG00000198218	ENST00000430979
ENSP00000385123	ENSG00000177989	ENST00000403326
ENSP00000441579	ENSG00000134532	ENST00000538083
ENSP00000456329	ENSG00000140464	ENST00000562086
ENSP00000394660	ENSG00000140264	ENST00000430901
ENSP00000381552	ENSG00000143951	ENST00000398544
ENSP00000390571	ENSG00000095321	ENST00000455830
ENSP00000449222	ENSG00000129317	ENST00000550784
ENSP00000449223	ENSG00000258130	ENST00000550538
ENSP00000353202	ENSG00000183853	ENST00000360089
ENSP00000353204	ENSG00000182944	ENST00000360091
ENSP00000398743	ENSG00000115825	ENST00000443977
ENSP00000485273	ENSG00000279219	ENST00000623133
ENSP00000485271	ENSG00000279168	ENST00000624140
ENSP00000485270	ENSG00000112852	ENST00000624874
ENSP00000485277	ENSG00000183963	ENST00000482444
ENSP00000398749	ENSG00000152082	ENST00000425361
ENSP00000438789	ENSG00000175575	ENST00000535604
ENSP00000438785	ENSG00000123572	ENST00000536164
ENSP00000438784	ENSG00000178188	ENST00000538342
ENSP00000455547	ENSG00000260272	ENST00000564543
ENSP00000455540	ENSG00000166949	ENST00000560424
ENSP00000455541	ENSG00000103034	ENST00000563978
ENSP00000464024	ENSG00000169689	ENST00000579520
ENSP00000480313	ENSG00000280071	ENST00000620528
ENSP00000480312	ENSG00000276518	ENST00000614885
ENSP00000441398	ENSG00000177239	ENST00000535144
ENSP00000450074	ENSG00000161800	ENST00000548247
ENSP00000441396	ENSG00000196104	ENST00000535728
ENSP00000450078	ENSG00000057704	ENST00000548918
ENSP00000441392	ENSG00000166037	ENST00000537677
ENSP00000427191	ENSG00000148634	ENST00000513996
ENSP00000425909	ENSG00000149474	ENST00000489634
ENSP00000425903	ENSG00000189184	ENST00000507846
ENSP00000425901	ENSG00000129625	ENST00000513339
ENSP00000440626	ENSG00000166268	ENST00000535034
ENSP00000440625	ENSG00000081665	ENST00000540806
ENSP00000439787	ENSG00000167986	ENST00000539332
ENSP00000440623	ENSG00000089737	ENST00000544005
ENSP00000440622	ENSG00000073614	ENST00000544760
ENSP00000439789	ENSG00000089693	ENST00000537126
ENSP00000401082	ENSG00000159147	ENST00000440810
ENSP00000401085	ENSG00000149761	ENST00000428347
ENSP00000358473	ENSG00000134253	ENST00000369461
ENSP00000262396	ENSG00000076604	ENST00000262396
ENSP00000386773	ENSG00000184761	ENST00000409259
ENSP00000354895	ENSG00000187535	ENST00000361339
ENSP00000252984	ENSG00000239382	ENST00000252984
ENSP00000434194	ENSG00000135018	ENST00000529923
ENSP00000433001	ENSG00000143248	ENST00000530507
ENSP00000456892	ENSG00000186118	ENST00000415500
ENSP00000456897	ENSG00000103342	ENST00000568849
ENSP00000456895	ENSG00000065054	ENST00000566198
ENSP00000456894	ENSG00000261794	ENST00000566740
ENSP00000456899	ENSG00000261456	ENST00000562809
ENSP00000456898	ENSG00000162066	ENST00000566706
ENSP00000421355	ENSG00000153130	ENST00000502535
ENSP00000397925	ENSG00000064270	ENST00000416219
ENSP00000433103	ENSG00000149554	ENST00000533778
ENSP00000426248	ENSG00000168785	ENST00000511651
ENSP00000426245	ENSG00000153071	ENST00000509337
ENSP00000426244	ENSG00000151726	ENST00000507295
ENSP00000426241	ENSG00000004399	ENST00000505237
ENSP00000452602	ENSG00000100461	ENST00000555209
ENSP00000426243	ENSG00000151883	ENST00000502524
ENSP00000393746	ENSG00000122068	ENST00000415708
ENSP00000295566	ENSG00000163374	ENST00000295566
ENSP00000454791	ENSG00000179889	ENST00000563679
ENSP00000454795	ENSG00000187555	ENST00000563085
ENSP00000367824	ENSG00000165630	ENST00000320054
ENSP00000451672	ENSG00000021645	ENST00000557594
ENSP00000423991	ENSG00000186687	ENST00000507584
ENSP00000451676	ENSG00000165948	ENST00000554544
ENSP00000451677	ENSG00000070269	ENST00000556810
ENSP00000392159	ENSG00000011198	ENST00000413300
ENSP00000416596	ENSG00000105793	ENST00000417207
ENSP00000416597	ENSG00000186522	ENST00000423520
ENSP00000423998	ENSG00000169223	ENST00000515209
ENSP00000416595	ENSG00000186453	ENST00000415196
ENSP00000341895	ENSG00000141480	ENST00000346341
ENSP00000400068	ENSG00000135912	ENST00000417855
ENSP00000400064	ENSG00000160145	ENST00000454902
ENSP00000361653	ENSG00000198815	ENST00000372572
ENSP00000452217	ENSG00000100941	ENST00000553331
ENSP00000380321	ENSG00000078246	ENST00000397132
ENSP00000412037	ENSG00000073803	ENST00000454237
ENSP00000348620	ENSG00000154639	ENST00000356275
ENSP00000427528	ENSG00000071539	ENST00000513435
ENSP00000421739	ENSG00000069020	ENST00000490016
ENSP00000465579	ENSG00000108423	ENST00000590498
ENSP00000447571	ENSG00000110955	ENST00000553007
ENSP00000465577	ENSG00000196437	ENST00000592490
ENSP00000465575	ENSG00000126247	ENST00000590874
ENSP00000421730	ENSG00000197980	ENST00000483177
ENSP00000421731	ENSG00000064300	ENST00000504201
ENSP00000465570	ENSG00000155657	ENST00000591111
ENSP00000421733	ENSG00000164180	ENST00000506536
ENSP00000463809	ENSG00000141295	ENST00000584567
ENSP00000453845	ENSG00000187630	ENST00000558753
ENSP00000463801	ENSG00000087191	ENST00000582130
ENSP00000463803	ENSG00000197705	ENST00000583263
ENSP00000463804	ENSG00000108854	ENST00000585301
ENSP00000425292	ENSG00000158985	ENST00000502582
ENSP00000425297	ENSG00000091527	ENST00000511392
ENSP00000479144	ENSG00000269335	ENST00000615186
ENSP00000479145	ENSG00000139144	ENST00000536967
ENSP00000427673	ENSG00000152942	ENST00000512785
ENSP00000417649	ENSG00000137074	ENST00000477119
ENSP00000452324	ENSG00000197119	ENST00000554291
ENSP00000427675	ENSG00000203690	ENST00000476779
ENSP00000417645	ENSG00000204482	ENST00000464044
ENSP00000466325	ENSG00000188321	ENST00000588124
ENSP00000427679	ENSG00000138823	ENST00000511045
ENSP00000452728	ENSG00000090487	ENST00000558765
ENSP00000417641	ENSG00000145919	ENST00000462674
ENSP00000266964	ENSG00000123349	ENST00000351500
ENSP00000412693	ENSG00000126214	ENST00000445352
ENSP00000425126	ENSG00000108826	ENST00000503633
ENSP00000425121	ENSG00000163697	ENST00000513493
ENSP00000425120	ENSG00000165671	ENST00000508029
ENSP00000413345	ENSG00000120451	ENST00000426933
ENSP00000413346	ENSG00000122085	ENST00000449133
ENSP00000415121	ENSG00000113648	ENST00000423969
ENSP00000413343	ENSG00000133997	ENST00000430055
ENSP00000377418	ENSG00000164116	ENST00000393832
ENSP00000347820	ENSG00000169991	ENST00000355609
ENSP00000475828	ENSG00000168374	ENST00000489843
ENSP00000478818	ENSG00000150403	ENST00000473287
ENSP00000412964	ENSG00000099998	ENST00000424217
ENSP00000409085	ENSG00000100336	ENST00000457630
ENSP00000409087	ENSG00000123473	ENST00000436811
ENSP00000436837	ENSG00000148926	ENST00000530439
ENSP00000384315	ENSG00000140416	ENST00000404484
ENSP00000436833	ENSG00000198331	ENST00000526028
ENSP00000384310	ENSG00000177989	ENST00000401779
ENSP00000395278	ENSG00000131373	ENST00000435217
ENSP00000395276	ENSG00000138380	ENST00000431787
ENSP00000436839	ENSG00000175806	ENST00000528246
ENSP00000387959	ENSG00000088727	ENST00000456548
ENSP00000357220	ENSG00000187862	ENST00000368237
ENSP00000428529	ENSG00000104205	ENST00000519396
ENSP00000428526	ENSG00000120885	ENST00000523396
ENSP00000428524	ENSG00000113249	ENST00000522693
ENSP00000428522	ENSG00000134824	ENST00000522639
ENSP00000461983	ENSG00000101751	ENST00000580880
ENSP00000461982	ENSG00000187607	ENST00000472486
ENSP00000461980	ENSG00000169696	ENST00000583744
ENSP00000479855	ENSG00000274089	ENST00000617019
ENSP00000461984	ENSG00000169696	ENST00000579684
ENSP00000479858	ENSG00000160753	ENST00000497930
ENSP00000461989	ENSG00000141627	ENST00000584983
ENSP00000265093	ENSG00000113732	ENST00000265093
ENSP00000343256	ENSG00000214967	ENST00000344087
ENSP00000430378	ENSG00000132554	ENST00000517843
ENSP00000430379	ENSG00000044115	ENST00000522013
ENSP00000424654	ENSG00000204628	ENST00000509148
ENSP00000460057	ENSG00000103495	ENST00000567444
ENSP00000460054	ENSG00000072818	ENST00000575415
ENSP00000424657	ENSG00000145687	ENST00000515395
ENSP00000424652	ENSG00000146067	ENST00000502403
ENSP00000378301	ENSG00000123358	ENST00000394824
ENSP00000473326	ENSG00000111783	ENST00000539967
ENSP00000414699	ENSG00000185842	ENST00000428003
ENSP00000394010	ENSG00000171940	ENST00000437222
ENSP00000366964	ENSG00000185800	ENST00000377735
ENSP00000429270	ENSG00000169045	ENST00000523921
ENSP00000473283	ENSG00000109689	ENST00000463501
ENSP00000473287	ENSG00000187510	ENST00000549856
ENSP00000473285	ENSG00000180488	ENST00000477627
ENSP00000473289	ENSG00000164741	ENST00000517868
ENSP00000382412	ENSG00000189403	ENST00000399489
ENSP00000422164	ENSG00000113356	ENST00000503973
ENSP00000470952	ENSG00000011243	ENST00000595465
ENSP00000376457	ENSG00000114346	ENST00000392692
ENSP00000472886	ENSG00000132002	ENST00000598692
ENSP00000472885	ENSG00000243137	ENST00000599391
ENSP00000472880	ENSG00000105085	ENST00000600060
ENSP00000373798	ENSG00000135506	ENST00000389146
ENSP00000476504	ENSG00000204842	ENST00000608853
ENSP00000459159	ENSG00000141252	ENST00000574029
ENSP00000459157	ENSG00000167978	ENST00000570539
ENSP00000459153	ENSG00000161929	ENST00000574297
ENSP00000422559	ENSG00000189157	ENST00000512895
ENSP00000422558	ENSG00000155893	ENST00000502783
ENSP00000477453	ENSG00000132676	ENST00000463295
ENSP00000477451	ENSG00000007933	ENST00000479749
ENSP00000477457	ENSG00000160957	ENST00000534626
ENSP00000477454	ENSG00000100364	ENST00000496226
ENSP00000432201	ENSG00000168807	ENST00000525632
ENSP00000432205	ENSG00000134575	ENST00000527256
ENSP00000432206	ENSG00000221968	ENST00000525588
ENSP00000432207	ENSG00000110696	ENST00000524439
ENSP00000389276	ENSG00000063660	ENST00000427506
ENSP00000433556	ENSG00000126457	ENST00000532489
ENSP00000467918	ENSG00000173812	ENST00000586699
ENSP00000389275	ENSG00000233024	ENST00000427999
ENSP00000433552	ENSG00000085733	ENST00000527962
ENSP00000433550	ENSG00000116783	ENST00000525480
ENSP00000467912	ENSG00000118046	ENST00000585851
ENSP00000467911	ENSG00000123136	ENST00000589675
ENSP00000467916	ENSG00000167384	ENST00000591064
ENSP00000433559	ENSG00000134215	ENST00000490388
ENSP00000433558	ENSG00000149972	ENST00000530458
ENSP00000443428	ENSG00000176715	ENST00000535176
ENSP00000466064	ENSG00000099875	ENST00000589534
ENSP00000466061	ENSG00000076382	ENST00000582076
ENSP00000466062	ENSG00000178904	ENST00000586427
ENSP00000443421	ENSG00000184154	ENST00000536917
ENSP00000443424	ENSG00000197446	ENST00000439903
ENSP00000466068	ENSG00000198551	ENST00000587939
ENSP00000462189	ENSG00000258890	ENST00000581056
ENSP00000371107	ENSG00000184923	ENST00000381689
ENSP00000238483	ENSG00000115266	ENST00000238483
ENSP00000429609	ENSG00000204764	ENST00000519944
ENSP00000429600	ENSG00000066827	ENST00000521673
ENSP00000361752	ENSG00000160446	ENST00000372667
ENSP00000429602	ENSG00000104327	ENST00000518457
ENSP00000361750	ENSG00000243543	ENST00000372665
ENSP00000470220	ENSG00000089351	ENST00000599564
ENSP00000429605	ENSG00000042832	ENST00000518505
ENSP00000470222	ENSG00000167747	ENST00000593287
ENSP00000361754	ENSG00000066136	ENST00000372669
ENSP00000443392	ENSG00000155974	ENST00000539540
ENSP00000443393	ENSG00000111679	ENST00000543115
ENSP00000370476	ENSG00000146674	ENST00000381086
ENSP00000409505	ENSG00000106484	ENST00000427521
ENSP00000478035	ENSG00000276345	ENST00000612848
ENSP00000381442	ENSG00000160183	ENST00000398405
ENSP00000387131	ENSG00000115594	ENST00000409329
ENSP00000387137	ENSG00000135636	ENST00000409762
ENSP00000387135	ENSG00000115419	ENST00000409215
ENSP00000328611	ENSG00000185621	ENST00000332636
ENSP00000462364	ENSG00000125450	ENST00000579838
ENSP00000462365	ENSG00000109046	ENST00000583742
ENSP00000436000	ENSG00000172977	ENST00000528198
ENSP00000436001	ENSG00000118369	ENST00000528910
ENSP00000423387	ENSG00000134057	ENST00000506572
ENSP00000423386	ENSG00000164342	ENST00000513189
ENSP00000423385	ENSG00000136504	ENST00000510819
ENSP00000423382	ENSG00000078795	ENST00000508638
ENSP00000423381	ENSG00000109180	ENST00000504654
ENSP00000448515	ENSG00000092140	ENST00000552515
ENSP00000448490	ENSG00000111596	ENST00000550160
ENSP00000448510	ENSG00000111344	ENST00000548055
ENSP00000448518	ENSG00000106799	ENST00000548365
ENSP00000280749	ENSG00000151131	ENST00000280749
ENSP00000428951	ENSG00000076554	ENST00000519303
ENSP00000428959	ENSG00000171320	ENST00000518262
ENSP00000408678	ENSG00000184702	ENST00000412544
ENSP00000406211	ENSG00000227314	ENST00000447504
ENSP00000406212	ENSG00000106266	ENST00000435336
ENSP00000451534	ENSG00000013523	ENST00000557179
ENSP00000451536	ENSG00000186469	ENST00000554875
ENSP00000365720	ENSG00000106829	ENST00000376537
ENSP00000405743	ENSG00000100938	ENST00000456667
ENSP00000296446	ENSG00000114302	ENST00000296446
ENSP00000366190	ENSG00000175550	ENST00000376991
ENSP00000477374	ENSG00000143502	ENST00000484758
ENSP00000358090	ENSG00000159208	ENST00000369094
ENSP00000403597	ENSG00000162923	ENST00000445239
ENSP00000358094	ENSG00000118292	ENST00000369098
ENSP00000474831	ENSG00000186862	ENST00000470414
ENSP00000474830	ENSG00000132334	ENST00000467366
ENSP00000474832	ENSG00000173068	ENST00000471301
ENSP00000402242	ENSG00000071967	ENST00000445146
ENSP00000402241	ENSG00000142621	ENST00000433640
ENSP00000405299	ENSG00000110958	ENST00000414274
ENSP00000402249	ENSG00000134882	ENST00000457666
ENSP00000391935	ENSG00000114867	ENST00000414031
ENSP00000446270	ENSG00000149485	ENST00000466716
ENSP00000378840	ENSG00000139218	ENST00000395454
ENSP00000431849	ENSG00000166441	ENST00000524496
ENSP00000431848	ENSG00000186318	ENST00000528053
ENSP00000431846	ENSG00000104388	ENST00000531289
ENSP00000446279	ENSG00000110203	ENST00000546166
ENSP00000431843	ENSG00000184571	ENST00000533313
ENSP00000378848	ENSG00000129007	ENST00000395465
ENSP00000399263	ENSG00000198130	ENST00000416732
ENSP00000331384	ENSG00000184787	ENST00000330942
ENSP00000358544	ENSG00000130830	ENST00000369531
ENSP00000481202	ENSG00000188186	ENST00000490633
ENSP00000481200	ENSG00000153774	ENST00000612761
ENSP00000338864	ENSG00000068831	ENST00000354024
ENSP00000481206	ENSG00000120948	ENST00000622057
ENSP00000481204	ENSG00000276053	ENST00000610549
ENSP00000447894	ENSG00000063177	ENST00000550973
ENSP00000447893	ENSG00000091039	ENST00000546946
ENSP00000432744	ENSG00000226492	ENST00000487148
ENSP00000480153	ENSG00000182768	ENST00000411845
ENSP00000432746	ENSG00000110697	ENST00000524901
ENSP00000426977	ENSG00000138744	ENST00000505594
ENSP00000439542	ENSG00000198598	ENST00000542648
ENSP00000434315	ENSG00000168056	ENST00000530785
ENSP00000434316	ENSG00000143337	ENST00000531630
ENSP00000398871	ENSG00000198089	ENST00000417682
ENSP00000464031	ENSG00000178999	ENST00000582368
ENSP00000439544	ENSG00000143224	ENST00000537523
ENSP00000434313	ENSG00000179241	ENST00000524419
ENSP00000464039	ENSG00000266094	ENST00000581503
ENSP00000446853	ENSG00000110887	ENST00000551281
ENSP00000446850	ENSG00000162813	ENST00000498791
ENSP00000441808	ENSG00000120805	ENST00000536227
ENSP00000404168	ENSG00000114735	ENST00000443894
ENSP00000424865	ENSG00000013375	ENST00000508748
ENSP00000401538	ENSG00000100241	ENST00000418590
ENSP00000401535	ENSG00000248751	ENST00000434291
ENSP00000355075	ENSG00000205758	ENST00000361534
ENSP00000355070	ENSG00000110002	ENST00000361352
ENSP00000354301	ENSG00000137145	ENST00000361024
ENSP00000396890	ENSG00000138385	ENST00000417292
ENSP00000396895	ENSG00000088726	ENST00000435575
ENSP00000476293	ENSG00000166596	ENST00000576499
ENSP00000430247	ENSG00000112038	ENST00000520282
ENSP00000398946	ENSG00000108604	ENST00000450364
ENSP00000349968	ENSG00000274068	ENST00000357393
ENSP00000430245	ENSG00000198363	ENST00000517903
ENSP00000430242	ENSG00000189001	ENST00000452271
ENSP00000424761	ENSG00000109743	ENST00000514989
ENSP00000424763	ENSG00000067606	ENST00000486681
ENSP00000450518	ENSG00000205683	ENST00000556509
ENSP00000365267	ENSG00000204482	ENST00000376099
